Time,Seq,DateTime,DeltaTime,CumulTime,Id,CimetrixGEM300Simulation_MaterialManager_SubstLocID,CimetrixGEM300Simulation_MaterialManager_SubstLocSubstID
2022-11-22T17:10:30.219-07:00,244,2022-11-22 17:10:30.219,0.527,633.281,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:10:30.757-07:00,246,2022-11-22 17:10:30.757,0.538,633.819,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.18,
2022-11-22T17:10:31.290-07:00,248,2022-11-22 17:10:31.290,0.533,634.352,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:11:24.652-07:00,250,2022-11-22 17:11:24.652,53.362,687.714,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:11:25.182-07:00,252,2022-11-22 17:11:25.182,0.530,688.244,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:11:25.732-07:00,254,2022-11-22 17:11:25.732,0.550,688.794,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:11:26.268-07:00,256,2022-11-22 17:11:26.268,0.536,689.330,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:11:26.795-07:00,258,2022-11-22 17:11:26.795,0.527,689.857,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.19,
2022-11-22T17:11:27.328-07:00,260,2022-11-22 17:11:27.328,0.533,690.390,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:11:31.913-07:00,262,2022-11-22 17:11:31.913,4.585,694.975,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:11:32.440-07:00,264,2022-11-22 17:11:32.440,0.527,695.502,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:11:32.968-07:00,266,2022-11-22 17:11:32.968,0.528,696.030,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:11:33.500-07:00,268,2022-11-22 17:11:33.500,0.532,696.562,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:11:34.034-07:00,270,2022-11-22 17:11:34.034,0.534,697.096,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.20,
2022-11-22T17:11:34.564-07:00,272,2022-11-22 17:11:34.564,0.530,697.626,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:12:27.825-07:00,274,2022-11-22 17:12:27.825,53.261,750.887,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:12:28.383-07:00,276,2022-11-22 17:12:28.383,0.558,751.445,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:12:28.914-07:00,278,2022-11-22 17:12:28.914,0.531,751.976,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:12:29.444-07:00,280,2022-11-22 17:12:29.444,0.530,752.506,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:12:29.975-07:00,282,2022-11-22 17:12:29.975,0.531,753.037,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.21,
2022-11-22T17:12:30.515-07:00,284,2022-11-22 17:12:30.515,0.540,753.577,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:12:35.001-07:00,286,2022-11-22 17:12:35.001,4.486,758.063,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:12:35.535-07:00,288,2022-11-22 17:12:35.535,0.534,758.597,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:12:36.085-07:00,290,2022-11-22 17:12:36.085,0.550,759.147,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:12:36.620-07:00,292,2022-11-22 17:12:36.620,0.535,759.682,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:12:37.149-07:00,294,2022-11-22 17:12:37.149,0.529,760.211,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.22,
2022-11-22T17:12:37.683-07:00,296,2022-11-22 17:12:37.683,0.534,760.745,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:13:30.941-07:00,298,2022-11-22 17:13:30.941,53.258,814.003,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:13:31.473-07:00,300,2022-11-22 17:13:31.473,0.532,814.535,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:13:32.002-07:00,302,2022-11-22 17:13:32.002,0.529,815.064,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:13:32.530-07:00,304,2022-11-22 17:13:32.530,0.528,815.592,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:13:33.058-07:00,306,2022-11-22 17:13:33.058,0.528,816.120,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.23,
2022-11-22T17:13:33.588-07:00,308,2022-11-22 17:13:33.588,0.530,816.650,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:13:38.097-07:00,310,2022-11-22 17:13:38.097,4.509,821.159,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:13:38.622-07:00,312,2022-11-22 17:13:38.622,0.525,821.684,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:13:39.160-07:00,314,2022-11-22 17:13:39.160,0.538,822.222,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:13:39.689-07:00,316,2022-11-22 17:13:39.689,0.529,822.751,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:13:40.217-07:00,318,2022-11-22 17:13:40.217,0.528,823.279,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.24,
2022-11-22T17:13:40.744-07:00,320,2022-11-22 17:13:40.744,0.527,823.806,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:14:34.029-07:00,322,2022-11-22 17:14:34.029,53.285,877.091,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:14:34.558-07:00,324,2022-11-22 17:14:34.558,0.529,877.620,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:14:35.093-07:00,326,2022-11-22 17:14:35.093,0.535,878.155,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:14:35.625-07:00,328,2022-11-22 17:14:35.625,0.532,878.687,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:14:36.155-07:00,330,2022-11-22 17:14:36.155,0.530,879.217,SubstrateLocation:2:Occupied-Unoccupied,CARRIER2.25,
2022-11-22T17:14:36.684-07:00,332,2022-11-22 17:14:36.684,0.529,879.746,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:14:41.175-07:00,334,2022-11-22 17:14:41.175,4.491,884.237,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:14:41.706-07:00,336,2022-11-22 17:14:41.706,0.531,884.768,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:14:42.243-07:00,338,2022-11-22 17:14:42.243,0.537,885.305,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:14:42.773-07:00,340,2022-11-22 17:14:42.773,0.530,885.835,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:15:37.129-07:00,342,2022-11-22 17:15:37.129,54.356,940.191,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:15:37.656-07:00,344,2022-11-22 17:15:37.656,0.527,940.718,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:15:44.353-07:00,346,2022-11-22 17:15:44.353,6.697,947.415,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:15:44.878-07:00,348,2022-11-22 17:15:44.878,0.525,947.940,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:15:50.420-07:00,350,2022-11-22 17:15:50.420,5.542,953.482,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.01,
2022-11-22T17:15:50.948-07:00,352,2022-11-22 17:15:50.948,0.528,954.010,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:15:56.484-07:00,354,2022-11-22 17:15:56.484,5.536,959.546,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:15:57.011-07:00,356,2022-11-22 17:15:57.011,0.527,960.073,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:15:57.540-07:00,358,2022-11-22 17:15:57.540,0.529,960.602,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.02,
2022-11-22T17:15:58.069-07:00,360,2022-11-22 17:15:58.069,0.529,961.131,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:16:03.619-07:00,362,2022-11-22 17:16:03.619,5.550,966.681,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:16:04.143-07:00,364,2022-11-22 17:16:04.143,0.524,967.205,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:16:04.672-07:00,366,2022-11-22 17:16:04.672,0.529,967.734,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.03,
2022-11-22T17:16:05.197-07:00,368,2022-11-22 17:16:05.197,0.525,968.259,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:16:58.555-07:00,370,2022-11-22 17:16:58.555,53.358,1021.617,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:16:59.086-07:00,372,2022-11-22 17:16:59.086,0.531,1022.148,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:16:59.611-07:00,374,2022-11-22 17:16:59.611,0.525,1022.673,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:17:00.142-07:00,376,2022-11-22 17:17:00.142,0.531,1023.204,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:17:00.672-07:00,378,2022-11-22 17:17:00.672,0.530,1023.734,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.04,
2022-11-22T17:17:01.196-07:00,380,2022-11-22 17:17:01.196,0.524,1024.258,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:17:05.639-07:00,382,2022-11-22 17:17:05.639,4.443,1028.701,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:17:06.163-07:00,384,2022-11-22 17:17:06.163,0.524,1029.225,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:17:06.730-07:00,386,2022-11-22 17:17:06.730,0.567,1029.792,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:17:07.257-07:00,388,2022-11-22 17:17:07.257,0.527,1030.319,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:17:07.784-07:00,390,2022-11-22 17:17:07.784,0.527,1030.846,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.05,
2022-11-22T17:17:08.309-07:00,392,2022-11-22 17:17:08.309,0.525,1031.371,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:18:01.636-07:00,394,2022-11-22 17:18:01.636,53.327,1084.698,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:18:02.161-07:00,396,2022-11-22 17:18:02.161,0.525,1085.223,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:18:02.691-07:00,398,2022-11-22 17:18:02.691,0.530,1085.753,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:18:03.223-07:00,400,2022-11-22 17:18:03.223,0.532,1086.285,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:18:03.749-07:00,402,2022-11-22 17:18:03.749,0.526,1086.811,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.06,
2022-11-22T17:18:04.278-07:00,404,2022-11-22 17:18:04.278,0.529,1087.340,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:18:08.737-07:00,406,2022-11-22 17:18:08.737,4.459,1091.799,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:18:09.264-07:00,408,2022-11-22 17:18:09.264,0.527,1092.326,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:18:09.809-07:00,410,2022-11-22 17:18:09.809,0.545,1092.871,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:18:10.336-07:00,412,2022-11-22 17:18:10.336,0.527,1093.398,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:18:10.862-07:00,414,2022-11-22 17:18:10.862,0.526,1093.924,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.07,
2022-11-22T17:18:11.390-07:00,416,2022-11-22 17:18:11.390,0.528,1094.452,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:19:04.826-07:00,418,2022-11-22 17:19:04.826,53.436,1147.888,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:19:05.381-07:00,420,2022-11-22 17:19:05.381,0.555,1148.443,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:19:05.955-07:00,422,2022-11-22 17:19:05.955,0.574,1149.017,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:19:06.515-07:00,424,2022-11-22 17:19:06.515,0.560,1149.577,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:19:07.062-07:00,426,2022-11-22 17:19:07.062,0.547,1150.124,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.08,
2022-11-22T17:19:07.610-07:00,428,2022-11-22 17:19:07.610,0.548,1150.672,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:19:12.128-07:00,430,2022-11-22 17:19:12.128,4.518,1155.190,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:19:12.684-07:00,432,2022-11-22 17:19:12.684,0.556,1155.746,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:19:13.257-07:00,434,2022-11-22 17:19:13.257,0.573,1156.319,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:19:13.810-07:00,436,2022-11-22 17:19:13.810,0.553,1156.872,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:19:14.346-07:00,438,2022-11-22 17:19:14.346,0.536,1157.408,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.09,
2022-11-22T17:19:14.893-07:00,440,2022-11-22 17:19:14.893,0.547,1157.955,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:20:08.309-07:00,442,2022-11-22 17:20:08.309,53.416,1211.371,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:20:08.836-07:00,444,2022-11-22 17:20:08.836,0.527,1211.898,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:20:09.366-07:00,446,2022-11-22 17:20:09.366,0.530,1212.428,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:20:09.890-07:00,448,2022-11-22 17:20:09.890,0.524,1212.952,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:20:10.423-07:00,450,2022-11-22 17:20:10.423,0.533,1213.485,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.10,
2022-11-22T17:20:10.962-07:00,452,2022-11-22 17:20:10.962,0.539,1214.024,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:20:15.470-07:00,454,2022-11-22 17:20:15.470,4.508,1218.532,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:20:16.016-07:00,456,2022-11-22 17:20:16.016,0.546,1219.078,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:20:16.573-07:00,458,2022-11-22 17:20:16.573,0.557,1219.635,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:20:17.103-07:00,460,2022-11-22 17:20:17.103,0.530,1220.165,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:20:17.630-07:00,462,2022-11-22 17:20:17.630,0.527,1220.692,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.11,
2022-11-22T17:20:18.159-07:00,464,2022-11-22 17:20:18.159,0.529,1221.221,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:21:11.468-07:00,466,2022-11-22 17:21:11.468,53.309,1274.530,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:21:11.995-07:00,468,2022-11-22 17:21:11.995,0.527,1275.057,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:21:12.535-07:00,470,2022-11-22 17:21:12.535,0.540,1275.597,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:21:13.076-07:00,472,2022-11-22 17:21:13.076,0.541,1276.138,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:21:13.624-07:00,474,2022-11-22 17:21:13.624,0.548,1276.686,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.12,
2022-11-22T17:21:14.156-07:00,476,2022-11-22 17:21:14.156,0.532,1277.218,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:21:18.606-07:00,478,2022-11-22 17:21:18.606,4.450,1281.668,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:21:19.137-07:00,480,2022-11-22 17:21:19.137,0.531,1282.199,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:21:19.691-07:00,482,2022-11-22 17:21:19.691,0.554,1282.753,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:21:20.221-07:00,484,2022-11-22 17:21:20.221,0.530,1283.283,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:21:20.757-07:00,486,2022-11-22 17:21:20.757,0.536,1283.819,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.13,
2022-11-22T17:21:21.348-07:00,488,2022-11-22 17:21:21.348,0.591,1284.410,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:22:14.656-07:00,490,2022-11-22 17:22:14.656,53.308,1337.718,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber1,
2022-11-22T17:22:15.200-07:00,492,2022-11-22 17:22:15.200,0.544,1338.262,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:22:15.738-07:00,494,2022-11-22 17:22:15.738,0.538,1338.800,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:22:16.271-07:00,496,2022-11-22 17:22:16.271,0.533,1339.333,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:22:16.800-07:00,498,2022-11-22 17:22:16.800,0.529,1339.862,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.14,
2022-11-22T17:22:17.329-07:00,500,2022-11-22 17:22:17.329,0.529,1340.391,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:22:21.829-07:00,502,2022-11-22 17:22:21.829,4.500,1344.891,SubstrateLocation:2:Occupied-Unoccupied,ProcessChamber2,
2022-11-22T17:22:22.358-07:00,504,2022-11-22 17:22:22.358,0.529,1345.420,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:22:22.889-07:00,506,2022-11-22 17:22:22.889,0.531,1345.951,SubstrateLocation:2:Occupied-Unoccupied,PreAligner,
2022-11-22T17:22:23.423-07:00,508,2022-11-22 17:22:23.423,0.534,1346.485,SubstrateLocation:2:Occupied-Unoccupied,Robot,
2022-11-22T17:22:23.953-07:00,510,2022-11-22 17:22:23.953,0.530,1347.015,SubstrateLocation:2:Occupied-Unoccupied,CARRIER1.15,
